value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14
-0.0038851836325183376,-0.0010138559584960635,0.036624359710501736,-0.013590896540354867,-0.01180583068260955,-0.007394272496976963,0.008889535536420926,0.00027828202022118023,-0.011066558862215595,0.0024859541819542727,0.011576806932500202,-0.00822174459562861,-0.0020280228430030983,0.012879609148906346
0.007197319318665507,-0.004547635513342352,0.009577355167009718,0.0019095705131310446,8.79963521641167e-05,0.01488282741917155,0.0034956354134203322,0.00807191576339054,-0.007064788460263719,-0.0074475310372103184,0.0015436756849769955,0.002223665592170735,0.007635439399940631,-0.020565950658056283
0.00818483981376116,-0.0022087519975744568,0.005955898018015461,0.0016435700548815522,0.0020107364383233992,-0.008564479625902429,0.006997231453226697,0.0003264469814661271,-0.00129222550873777,0.0001285936944680236,-0.012026856969078516,0.017263986044603163,0.0013631449532943017,0.011781163517754135
0.005568423103788865,-0.009114066800105475,0.0018718151827048584,-0.0047122486098305945,-0.002587217360405565,0.02365781821246827,-0.005296645492443744,0.0012837292185703434,0.0008636300419523752,-0.029874331437728874,-0.0024107871338870323,0.006386295295954581,0.006436212110711606,0.009134591498945204
-0.008139369496585436,-0.016901102441477696,0.0003374819014749359,-0.006955180164472174,0.00530981757656078,-0.007358121090597101,-0.0011644947873251407,-0.0010464620661504815,-0.007163740593883067,-0.019214681931838663,0.004611873791762619,-0.014430904388803557,-0.00019638905247355812,-0.0007086574239173268
-0.0052570494329717615,-0.003831686789533127,-0.004491326603591864,-0.00024675777540668164,-0.0090319436097832,-0.026906475015135795,-0.011286063435687504,0.005760487045715905,-0.007756772044342949,0.012527729000418633,-0.0030178492004354867,0.001550096342688889,-0.0031536465484871723,0.00035212929743109225
0.002594418220187336,-0.0006502681024784097,0.006848919445462513,0.015546446132144898,-0.006105703227895518,-0.000579538055551889,0.0010294582070002984,0.0038322286306987996,-0.011051290707599675,-0.02613007689502738,0.0073710483181988595,0.005124411324715085,-0.004495592640599276,0.004178307650519198
0.0031390416065579484,-0.008247810711632173,0.0016421642704430774,0.004540284972945124,-0.005066575017925654,-0.010063234812296448,-0.007511108252903262,-0.0025122765111961305,-3.581661841738805e-05,0.009158792936812082,0.005070909370992076,0.023085181397584704,-0.0018934895236003173,0.002411402315502703
-0.004625239212899375,0.004193407355361491,0.0012199743555512408,-0.00424661251212053,-0.0032467890775839917,-0.004431308736780945,0.005280875347680418,0.003016515592037506,-0.03378428574718799,0.009189015705700144,0.004111986099211294,-0.019510416411630198,-0.002588694149933789,0.009183771726907165
-0.008135682780388164,-0.008357883025512058,0.01710843699913392,0.012175696380913136,-0.008142358852143015,-0.008770185757442586,-0.00614650367977676,-0.001660436274481741,-0.005113133798287191,-0.011006074644049632,-0.0012309739128722173,-0.010815077716833137,0.00033742180195484066,-0.021879577924027113
-0.0014261199342284667,0.0067469631386841335,0.010264223385140525,-0.02268713795159429,-0.008072412286970185,0.008380621654665752,-0.004745773046263386,0.0038677211356879723,0.0065620773597265085,0.0018040305743523648,-0.006726388646947219,0.01716039302063579,0.0035491016050201545,-0.02935067740535882
-0.0050964370155848655,-0.0007753992079129386,-0.020899617768857664,-0.0007187655590817677,0.005793828894823472,0.006196979683187576,0.006071467523658857,0.000299578646578822,0.003768927191026894,-0.003199011939309454,0.02588820704018491,0.010961805407448644,0.0015372934462507385,0.003909129759156076
0.007049072548538479,0.009292683809235461,-0.005904184116986117,0.01157873230113919,-0.007811895862019291,-0.028016514637928487,-0.011858696879456213,0.0002350884435936215,-3.914150658958869e-05,0.008774832453173556,0.012837643596411904,-0.007484304280803326,-0.0037531685005001143,-0.016585529219608208
0.011881397097878226,-0.0014596073934630054,-0.007256532509358859,0.0022389971381109987,-0.010288118690319037,0.012751525323294524,-0.0008671142786977389,0.005908737452793549,-0.015548272272964143,0.015966884367932636,0.00378204895928344,-0.000963415685351301,-0.003955748006160286,-0.013586678278763791
-0.005901065289199903,-0.005074435285868025,0.01620659463635346,-0.0019868279883219187,0.0010917115423802715,0.025235421330693834,-0.00571918812514578,0.0029267559340940045,-0.021709822695968384,-0.005258612126532473,-0.007055181526661915,-0.023553343457893706,0.010535954944915585,-0.02098343947394607
-0.004969167728395009,0.0025995983873997276,0.009737772459270112,0.010008293281896898,0.0033471228001213287,0.018934792049672626,-0.0005090806098016782,-0.0035230151163658605,0.015500332852804236,-0.0026063907281959828,-0.015351996615421401,0.008643893201205555,-0.003057117241177117,-0.011507027237624423
0.007729763071982649,-0.00928445804918903,-0.01185893096921086,-0.014631385187356348,0.005067334552193608,0.013965266774081492,0.0037858020469731133,-0.0008116005280124959,-0.013833701760450567,0.0017538545095037515,0.01282761701584659,-0.005391722932874749,0.004498768932489739,-0.01328133257590485
0.011753069129639465,0.016333949164883777,0.004632969997479809,-0.005378753645164002,0.013753901099706776,0.014617560605864601,-0.007934543941901708,-0.0016150970728749609,-0.002581667320048147,-0.007740752718077547,-0.03345546154091839,0.012581611329623687,-0.0032304531855655936,0.010707259931768898
0.01627235408764394,-0.009547296506292595,0.011335163672771783,0.008277512007899893,-0.010095576029473679,0.010626271865463508,0.01282938803275794,0.0019500294579021568,-0.01587275201210619,-0.0010987482203247678,-0.0014146873128277632,0.028539518607298107,0.006999164873441522,-0.019479799188006647
-0.004379627080643446,0.00798771772037014,-0.023319117359649987,-0.0015211793636574925,0.002452269945376322,-0.005675778148726935,-0.009882294861498934,0.004373546400599944,0.003360181266505583,-0.015559788265017601,-0.021599925646954416,-0.02533306224220003,-0.00822998456271291,-0.01783895731074579
-0.011309964781370897,0.0023534034018014727,0.00794670301011228,0.0038328080359595782,0.0005398208132411334,-0.010556549177073675,-0.0035237486698277407,0.00440947516094377,-0.022215944939367793,-0.011812197927469762,-0.004556106874356651,-0.0010475155356579609,0.00614004402137664,0.009030226581391505
0.006671577205751452,0.018341018207304726,-0.0003410460638217397,0.007970740337625657,0.009713763506709112,0.006111424880314764,0.003561179293241648,-0.0010935615375515604,0.01769815438440604,0.004305594997380652,0.0009140105032648735,0.000647101805116674,0.0022426979185107294,-0.01234542501603458
-0.0005340102676454284,-0.00693224557553012,-0.013559006368995192,0.016663873140394105,0.006204953362885317,-0.00820208822073118,0.012267702421111087,-0.00019640771945883393,-0.006212826490421999,0.014623321230465296,0.0023605726779834238,-0.02147142896746143,0.0032347514099371885,0.017403512005367775
0.010530645730907293,0.01665050202926689,-0.011093591242291805,0.003557505694006597,0.007108421882730961,-0.008075788956738418,-0.013319140512445036,0.0012373045409262286,-0.007942301385674734,-0.02853673262749491,0.001439550319720896,-0.014047777783125876,0.0026757464816405192,-0.009842406765017842
0.0005594016113398994,-0.006722351182200322,-0.004034634598687955,-0.0006891573559949881,-0.00024132438763517687,0.020330125728377786,0.0032382803125071274,-0.0076603359800670595,0.00027401905931441814,-0.0007245350615335053,0.0027778943303027755,-0.010860088743971473,3.1874250060148674e-05,-0.01328963224817476
-0.015378773304910116,-0.014806780092127159,-0.009921886953075514,0.0034364938977104616,8.826206141746895e-05,-0.03183430721965706,0.002952039699780684,0.00010021639777814494,-0.015231149130532744,0.0038594891043437067,0.004020839738165188,-0.0033197260771398174,0.0017786156236580695,-0.009246883368194991
0.019835224566305282,0.033810920785626475,0.02243025546952747,0.0008417427898373413,-0.0001917352022905032,-0.012618534866376376,0.003749405239140772,-0.0020089426503093347,0.008354712965299169,0.020412758170098563,0.015728696129910732,-0.014331233533251862,0.002360414083845301,0.004354760644154434
0.0037092551292539936,0.002737774906384713,0.005526457507072217,-0.0031702216262987424,-0.0026799099952637953,-0.027157052081224778,-0.011404756112332614,0.0024450962015309806,0.01684213012698315,0.0008544686040970902,-0.004138385595007592,-0.018412131406670397,0.002158456238937023,-0.0076528705472643935
-0.0058491752047637215,0.006924221466182892,-0.00651634199938117,0.019075626239591695,-0.0066605362224142544,-0.01897853108346073,-0.008000430584745151,6.717103276402078e-05,0.0168905287828522,-0.008564970422188132,0.0007287721594568669,-0.012120159726833085,0.002045768064337906,-0.0048208629870024585
-0.004881359647562722,0.00021881606533404597,0.00873854971228615,-0.0007895019973246565,0.0009061692605663048,-0.0007762687907062653,0.01268636362692448,0.0012247543787553133,-0.020969246365569794,-0.01858524837786539,0.0024233520043947985,0.002558895544417401,0.007726794565836168,-0.017736449713038317
0.011487663850258118,-0.005323737455191299,0.01318188044216566,-0.009592923237417122,-0.005737886056939603,0.002316547579793384,0.0034184293174170806,-0.009130257535849187,0.025234749351546848,0.005886523951490416,-0.01772216916223576,0.007766352684769019,0.005917075890901447,-0.005228762725954553
-0.0024364970705049427,-0.00435279449906477,0.020004632652552513,0.004459642619550473,-0.01083090945113143,0.003845216304451415,0.007077429496287141,-0.01274542517124854,-0.0070512141666338865,0.010008220475339315,-0.0027268787080156134,0.007173211467049245,-0.0018725738018987245,-0.009189067090472274
0.009703622222624952,0.01024288083848038,0.013351756513276556,0.006501169202650464,-0.0046101675312333655,-0.019394113619930126,-0.006315296918454829,-0.0004430656511457315,0.011347964764295431,-0.006947961440854028,0.006764583023143204,-0.02082920393356454,-0.0026674546530637854,-0.004172824994741416
8.371458404575313e-05,0.002961153471720149,-0.0041227959852864855,-0.0072128718711571005,0.00033746167199421987,-0.0034238179574919273,-0.013941186968507198,0.001984341460262631,0.0010601292286627694,-0.0007468728338753971,-0.02042061620040371,-0.004521035157111517,0.01418275056399532,0.015347416387588096
