value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14
-0.003262633864697848,0.0027392487587575335,-0.0009340225006146666,-0.008212451994317336,0.0075505160567162204,-0.0054061974521899545,0.013376282217393641,0.0003676802630661497,-0.02760793515236829,0.002381353962807947,-2.7594389553808567e-05,-0.00988271429900069,-0.0032087321505429854,-0.005822973624288281
-0.024299739420292468,0.004105629255756283,-0.007674710535394732,-0.019120551805412004,0.008627480220579976,-0.005780182266320931,-0.01829019933045723,-0.01730934269667799,-0.0071374482794122705,-0.0001055387397762019,-0.020030361073647317,-0.0015367493974906639,-0.02320330109895939,-0.024751816504433293
-0.02297449166178847,-0.025728820174474573,-0.016800532476933482,-0.054681306597838764,-0.024595972526550318,-0.017102904170332563,-0.010452740165516618,-0.013335133694809402,-0.028027058746297472,-0.014986260771988474,-0.020993363193549403,-0.005417697012274177,-0.024710154510690984,-0.026254349045623585
-0.026861886685487276,-0.034720519011738,-0.015938433062705253,-0.05756012513267339,-0.02938800726981615,-0.017013960549102345,-0.026910265821176216,-0.02892521231191201,-0.04685313582070904,-0.011219515913928611,-0.02363299058515291,-0.022217529400853815,-0.05443458588494202,-0.036388708613104885
-0.06125938643216578,-0.03305063430736773,-0.04052908742971716,-0.07475136091155858,-0.03392782548069346,-0.03440611505572074,-0.04328262031957575,-0.02126851344644208,-0.054441311515977676,-0.022535036752785623,-0.03661909809433377,-0.023691706765111183,-0.06301969666080624,-0.06653658981233512
-0.07290764756543865,-0.04455534460292442,-0.04215803301409407,-0.08964746587737216,-0.037704369163919046,-0.05950620666045099,-0.054955799186340304,-0.036755970366347354,-0.03054481190812118,-0.026908663341933522,-0.03618723339952118,-0.029883217178999163,-0.09188672654415624,-0.08903966948097314
-0.09386662826349121,-0.060240336563758476,-0.07229637995947047,-0.12355194064649216,-0.0733725222109705,-0.08791721442864289,-0.05768231106610502,-0.054493353787250454,-0.10290394887588034,-0.041965758890577666,-0.04900136193585029,-0.02532416412289292,-0.10099140289140798,-0.07598796168233712
-0.06596267650961864,-0.07551489144277328,-0.0664068441342326,-0.11841822798884133,-0.06540566614991787,-0.078925467096823,-0.07732058372178745,-0.05707735180839432,-0.1169127409185575,-0.04321611799398156,-0.05374318366328686,-0.037921557945127894,-0.12439425103937717,-0.10506592664484339
-0.12691704537789794,-0.08713424724646941,-0.09049763480490389,-0.15276637322734324,-0.07604935164967166,-0.09031880698057551,-0.05905894202031257,-0.06861592106373178,-0.12458698479225404,-0.04465195793877081,-0.08410699863891317,-0.04046320183897276,-0.155692004647757,-0.11933746480776046
-0.12689280116031357,-0.10932895811727042,-0.08829649758952514,-0.14747732549417897,-0.09546896860032263,-0.08564962163738875,-0.08693091131976297,-0.0666654343208141,-0.1314634151555537,-0.05292862568912777,-0.08367587187752554,-0.042366550442257046,-0.1496730285628099,-0.11028352826504208
