timestamp,local_vendorSn,remote_vendorSn,local_optical_id,remote_optical_id,local_voltage,local_current,local_currentTXPower,local_currentRXPower,local_currentMultiBias1,local_currentMultiBias2,local_currentMultiBias3,local_currentMultiBias4,local_currentMultiRXPower1,local_currentMultiRXPower2,local_currentMultiRXPower3,local_currentMultiRXPower4,local_currentMultiTXPower1,local_currentMultiTXPower2,local_currentMultiTXPower3,local_currentMultiTXPower4,local_temperature,remote_voltage,remote_current,remote_currentTXPower,remote_currentRXPower,remote_currentMultiBias1,remote_currentMultiBias2,remote_currentMultiBias3,remote_currentMultiBias4,remote_currentMultiRXPower1,remote_currentMultiRXPower2,remote_currentMultiRXPower3,remote_currentMultiRXPower4,remote_currentMultiTXPower1,remote_currentMultiTXPower2,remote_currentMultiTXPower3,remote_currentMultiTXPower4,remote_temperature
2026-01-24 20:17:50.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,4.308987481535477,10.476325421340984,11.042990418505674,9.979305938223899,10.511536087457829,11.000323289071083,10.114951712908809,11.00947655234335,11.029107838124302,11.25456677444438,11.054889427493082,10.78025335302814,11.666513202691304,10.641488063391286,11.022251937238936,11.285487055135707,45.56797463031207,5.007315757362482,11.688323438255114,10.333075169763346,11.590613618827255,11.629704304250307,9.939000792837357,11.847289631902614,10.764536021611233,10.538403630626561,11.188994417506663,10.230953586276133,10.855807648565312,11.16751279822323,10.292680938270648,10.883737628943072,11.16208109567631,48.48827104582307
2026-01-24 20:18:00.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,4.225730014761441,9.949616251989891,10.052422916973262,10.495224907387458,10.926652805345276,10.306650147413153,10.387730417489275,10.997623563827625,10.611555638201297,10.755925415534023,10.366055372871092,11.11568806355797,11.965807429259696,10.189220931800655,10.248624039844328,10.742876211583576,44.63969025398578,3.4046220247849837,10.088563012182885,10.561953017494275,9.894317373838424,10.698523015047561,10.562891471658132,10.838505049262782,10.033779538599106,9.942442208123968,11.4371074920937,10.988747087343775,10.717391279236208,10.440271506523116,10.8119130659966,10.73026013988034,10.384267245958688,50.08104932894974
2026-01-24 20:18:10.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,3.585222542745489,10.57465148374302,9.801817552755454,11.219349530194306,10.935180422333806,10.86809828747672,10.628234255193947,11.045325653008538,11.870531013870567,10.384834634252536,10.118707451956263,11.31857975032198,11.119397186001382,11.022427498790279,11.33548417225352,10.843420699697518,46.39041550146921,4.1830562514417515,10.350148893146478,10.910108855335464,11.343615565932144,9.913174548059262,10.70377962541827,10.86840498716577,10.45440484686433,10.650473484540106,11.251362451968749,10.849486234340837,9.707371960021732,11.145640948876501,10.93396704491736,10.801899514645367,11.006520256228514,48.53868740635681
2026-01-24 20:18:20.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,4.378890014517697,11.026053684432611,11.681245037932307,12.044303013519231,11.231770088081742,10.580016928180777,11.177091499217106,10.370160974610382,10.034596710924218,11.387015041778684,11.06152317613235,10.775662595467015,10.565880294873068,10.616400326446227,9.786674995046255,10.526960393217326,44.695824084930386,3.9464575615621573,10.43715477492059,10.886165761767781,11.44147957201333,11.05995032714877,11.159990381984082,10.458493341471423,11.158737810526155,11.43512530254458,11.303650155791413,9.716744715940882,11.339047584595864,10.534372556767384,10.450079632883629,10.207686269726732,11.604007787569097,48.8391173276323
2026-01-24 20:18:30.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,3.4810388829120704,11.127883466251458,10.804710395761486,10.655110201183298,10.98497643597327,10.743756713686027,10.59580315920252,11.175065151404345,10.835393602888148,11.079211266892532,10.751816355377693,10.16535370316471,11.219119130137782,10.39118136275442,10.907954254004581,10.716036636019822,45.074679651249404,3.6887450571502165,11.66282548803608,10.860367102937403,10.239670152129921,10.444969477252434,10.75796968016514,10.546785185910528,10.434289327610042,10.75555362977095,11.65329195697868,11.229535757533727,10.368697048803918,10.649136625476096,11.446566675532871,10.57813503140299,11.483923998992937,48.3228771950679
2026-01-24 20:18:40.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,4.691030518960401,11.578974612206554,11.136701037492458,10.86303542706622,9.802555721113356,9.746322596765902,11.016945027447655,10.339841355388959,10.07310211360104,10.585999901332459,10.950724311530005,11.40333530340694,10.678421065505294,10.37822316803227,10.73714651492162,10.6427462116815,45.323385144471494,4.633462555138495,10.41024285776855,11.574312293604867,11.283594519059488,10.77844809523526,11.141788414013838,10.11308161414532,11.188963925286707,10.3092394142607,10.503283702396423,10.575460194954076,10.391161250850663,9.892807703093222,10.616019389349965,10.294425648539484,11.201454889944872,48.30463913428938
2026-01-24 20:18:50.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,3.9454945874593412,10.36006434163617,11.63960983017505,11.63699445958446,10.460204474497864,10.878531941573451,10.890662654065034,10.69807980634103,11.015530973808943,10.639912002041562,9.96873959129966,11.06912474444993,10.32681298051037,10.63263514199244,9.81621896541815,11.283768767722915,45.83108934413687,4.08799245218919,10.891458478068127,10.846850553533255,11.044025748561735,11.298697718463725,11.099529882875643,10.852084548760583,10.719921085975042,10.249272702816052,11.124451631359076,10.945736791565343,11.182839585310184,11.245830792991825,10.581161025354938,10.130913800344262,10.902105935354239,49.28661904846891
2026-01-24 20:19:00.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,3.528740786331679,10.688722447260007,10.806773277551263,9.396141583865578,10.279309796350471,10.144406080056429,10.531675333017876,11.40085121027633,11.060285513974634,10.078213583867239,10.937846574612454,9.914236002575775,10.580968173011676,10.789873359438126,11.25085401651945,10.819526686452997,46.36474180857327,3.6876883032266634,11.137542997182067,10.991371286940836,10.066069522036912,10.361185751729394,10.772673640689192,9.99953140943502,11.352406971656675,11.267012456457998,10.338805751267158,10.791938008317231,10.840462598434213,10.835175155529878,10.391126789475424,8.791352497291832,10.971240978810613,48.57851660226507
2026-01-24 20:19:10.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,4.162018712590331,11.29907074384868,10.09338880202947,10.32322405126999,10.583894629619751,10.44471575348182,11.02808429070699,10.809128320792292,11.453300372204284,11.006743626881688,9.899189215332047,11.580845186657838,10.098139803609232,11.011556274032143,11.078994932217107,10.337958899919691,46.017374969574725,2.653596567579018,11.137272112247436,11.356609369792464,11.12678544212118,11.048647993770663,11.054463256429555,10.08506739811558,10.590685751360398,11.311247460733373,10.93987661020064,10.613901912500564,11.223054507251321,11.254153665378674,11.471980309638651,11.043015497491545,10.287563642209825,49.28635336546912
2026-01-24 20:19:20.610304,Vendor_C-SN,Vendor_C-SN,OPT-LOC-585,OPT-REM-322,3.787722457258742,11.221410701258037,10.824735626058443,10.252481502105976,11.418849087274916,10.9062755482137,10.540097833893219,11.10200009443126,10.817952912235155,11.160931377926266,11.255206727821028,10.605575850375345,11.143937763671815,11.00856910034181,11.002956233283248,10.39753184177727,45.59014621639559,4.7602237129258596,10.462434149746002,10.856814365379313,11.581294785616437,11.037530522613563,9.699004732156084,10.457006754228633,10.522805588689064,11.189110646354901,11.848689140947917,11.261203585222795,10.802984914928365,11.315900412496209,10.11453887593329,10.354830641088066,10.602967637043028,47.659528013284636
